Vehicle_ID,Route_Order,Destination,Order_Number,Box_ID,Stacking_Order,Lower_Left_X,Lower_Left_Y,Lower_Left_Z,Longitude,Latitude,Box_Width,Box_Length,Box_Height,Volume
4,56,D_00232,336,B_00336,19,100.0,0.0,150.0,129.164577,35.162696,30,50,40,60000
4,57,D_00240,347,B_00347,18,130.0,0.0,110.0,129.160877,35.168843,30,50,40,60000
4,58,D_00224,325,B_00325,17,100.0,0.0,120.0,129.124057,35.156715,30,40,30,36000
4,59,D_00202,293,B_00293,16,50.0,0.0,120.0,129.117022,35.159944,50,60,50,150000
4,60,D_00223,324,B_00324,15,120.0,0.0,80.0,129.116841,35.164317,30,40,30,36000
4,61,D_00200,291,B_00291,14,0.0,0.0,110.0,129.119155,35.169813,50,60,50,150000
4,62,D_00218,316,B_00316,13,90.0,0.0,90.0,129.120089,35.172256,30,40,30,36000
4,63,D_00222,321,B_00321,12,60.0,0.0,70.0,129.117467,35.172361,30,50,40,60000
4,64,D_00213,308,B_00308,11,30.0,0.0,80.0,129.11019,35.175745,30,40,30,36000
4,65,D_00225,326,B_00326,10,0.0,0.0,80.0,129.107899,35.175162,30,40,30,36000
4,66,D_00215,311,B_00311,9,120.0,0.0,50.0,129.104748,35.176732,30,40,30,36000
4,67,D_00214,310,B_00310,8,90.0,0.0,50.0,129.109439,35.176158,30,50,40,60000
4,68,D_00198,288,B_00288,7,60.0,0.0,40.0,129.105583,35.176824,30,40,30,36000
4,69,D_00205,296,B_00296,6,30.0,0.0,50.0,129.099687,35.177563,30,40,30,36000
4,70,D_00205,297,B_00297,5,0.0,0.0,50.0,129.099687,35.177563,30,40,30,36000
4,71,D_00207,299,B_00299,4,110.0,0.0,0.0,129.097624,35.174417,50,60,50,150000
4,72,D_00296,431,B_00431,3,80.0,0.0,0.0,129.090659,35.176499,30,50,40,60000
4,73,D_00293,426,B_00426,2,50.0,0.0,0.0,129.088232,35.176413,30,50,40,60000
4,74,D_00297,432,B_00432,1,0.0,0.0,0.0,129.074479,35.184126,50,60,50,150000
4,75,Depot,,,,,,,,,,,,
5,1,Depot,,,,,,,,,,,,
5,2,D_00288,418,B_00418,70,30.0,180.0,130.0,129.079001,35.185699,50,60,50,150000
5,3,D_00289,420,B_00420,69,110.0,160.0,130.0,129.084868,35.185169,30,50,40,60000
5,4,D_00285,414,B_00414,68,80.0,160.0,130.0,129.099043,35.186799,30,50,40,60000
5,5,D_00292,425,B_00425,67,0.0,170.0,140.0,129.097616,35.187704,30,50,40,60000
5,6,D_00282,410,B_00410,66,120.0,150.0,100.0,129.099494,35.188534,30,40,30,36000
5,7,D_00291,423,B_00423,65,90.0,160.0,100.0,129.105228,35.188671,30,40,30,36000
5,8,D_00291,424,B_00424,64,60.0,170.0,90.0,129.105228,35.188671,30,50,40,60000
5,9,D_00086,125,B_00125,63,30.0,160.0,100.0,129.10012,35.198335,30,40,30,36000
5,10,D_00079,114,B_00114,62,0.0,170.0,100.0,129.105396,35.197828,30,50,40,60000
5,11,D_00086,126,B_00126,61,110.0,100.0,140.0,129.10012,35.198335,30,50,40,60000
5,12,D_00079,115,B_00115,60,130.0,100.0,70.0,129.105396,35.197828,30,40,30,36000
5,13,D_00092,134,B_00134,59,80.0,90.0,140.0,129.106986,35.203384,30,50,40,60000
5,14,D_00080,117,B_00117,58,0.0,120.0,140.0,129.108368,35.203263,30,50,40,60000
5,15,D_00080,116,B_00116,57,50.0,90.0,70.0,129.108368,35.203263,30,40,30,36000
5,16,D_00061,86,B_00086,56,110.0,170.0,50.0,129.105436,35.203227,50,60,50,150000
5,17,D_00061,87,B_00087,55,80.0,170.0,50.0,129.105436,35.203227,30,50,40,60000
5,18,D_00092,133,B_00133,54,50.0,170.0,50.0,129.106986,35.203384,30,50,40,60000
5,19,D_00064,92,B_00092,53,0.0,180.0,50.0,129.102587,35.208616,50,60,50,150000
5,20,D_00281,408,B_00408,52,100.0,180.0,0.0,129.102175,35.213857,50,60,50,150000
5,21,D_00097,141,B_00141,51,50.0,180.0,0.0,129.101578,35.211969,50,60,50,150000
5,22,D_00261,381,B_00381,50,120.0,100.0,100.0,129.093574,35.217838,30,50,40,60000
5,23,D_00255,369,B_00369,49,0.0,170.0,0.0,129.099821,35.218457,50,60,50,150000
5,24,D_00254,368,B_00368,48,30.0,120.0,130.0,129.094976,35.216743,50,60,50,150000
5,25,D_00261,380,B_00380,47,90.0,110.0,100.0,129.093574,35.217838,30,50,40,60000
5,26,D_00276,399,B_00399,46,60.0,110.0,100.0,129.090678,35.225561,30,40,30,36000
5,27,D_00277,400,B_00400,45,30.0,120.0,100.0,129.095146,35.227757,30,40,30,36000
5,28,D_00277,401,B_00401,44,0.0,120.0,100.0,129.095146,35.227757,30,50,40,60000
5,29,D_00274,397,B_00397,43,130.0,110.0,30.0,129.092512,35.232909,30,50,40,60000
5,30,D_00278,402,B_00402,42,80.0,110.0,50.0,129.113679,35.292928,50,60,50,150000
5,31,D_00278,403,B_00403,41,50.0,120.0,30.0,129.113679,35.292928,30,50,40,60000
5,32,D_00259,377,B_00377,40,0.0,120.0,50.0,129.090841,35.282824,50,60,50,150000
5,33,D_00259,376,B_00376,39,130.0,110.0,0.0,129.090841,35.282824,30,40,30,36000
5,34,D_00258,375,B_00375,38,80.0,120.0,0.0,129.08953,35.276824,50,60,50,150000
5,35,D_00273,395,B_00395,37,50.0,120.0,0.0,129.089794,35.270323,30,40,30,36000
5,36,D_00258,374,B_00374,36,120.0,40.0,150.0,129.08953,35.276824,30,40,30,36000
5,37,D_00262,382,B_00382,35,0.0,110.0,0.0,129.077189,35.278728,50,60,50,150000
5,38,D_00280,406,B_00406,34,80.0,40.0,150.0,129.087949,35.268798,30,50,40,60000
5,39,D_00280,407,B_00407,33,110.0,40.0,100.0,129.087949,35.268798,50,60,50,150000
5,40,D_00266,386,B_00386,32,80.0,50.0,110.0,129.091272,35.265758,30,40,30,36000
5,41,D_00264,384,B_00384,31,40.0,60.0,150.0,129.092538,35.263502,30,50,40,60000
5,42,D_00257,372,B_00372,30,0.0,60.0,150.0,129.086526,35.259328,30,50,40,60000
5,43,D_00257,373,B_00373,29,110.0,60.0,70.0,129.086526,35.259328,30,40,30,36000
5,44,D_00269,390,B_00390,28,80.0,60.0,70.0,129.086975,35.25507,30,50,40,60000
5,45,D_00268,389,B_00389,27,50.0,50.0,90.0,129.087658,35.23792,30,40,30,36000
5,46,D_00268,388,B_00388,26,0.0,60.0,100.0,129.087658,35.23792,50,60,50,150000
5,47,D_00271,392,B_00392,25,130.0,60.0,40.0,129.085861,35.237521,30,40,30,36000
5,48,D_00275,398,B_00398,24,100.0,60.0,40.0,129.08721,35.235643,30,40,30,36000
5,49,D_00279,404,B_00404,23,50.0,40.0,50.0,129.086717,35.230023,30,50,40,60000
5,50,D_00274,396,B_00396,22,130.0,60.0,0.0,129.092512,35.232909,30,50,40,60000
5,51,D_00265,385,B_00385,21,0.0,60.0,50.0,129.093157,35.230172,50,60,50,150000
5,52,D_00279,405,B_00405,20,100.0,60.0,0.0,129.086717,35.230023,30,50,40,60000
5,53,D_00069,101,B_00101,19,50.0,60.0,0.0,129.074912,35.221187,50,60,50,150000
5,54,D_00069,102,B_00102,18,0.0,50.0,0.0,129.074912,35.221187,50,60,50,150000
5,55,D_00076,110,B_00110,17,110.0,0.0,130.0,129.081589,35.221911,30,40,30,36000
5,56,D_00084,122,B_00122,16,80.0,0.0,140.0,129.084979,35.219934,30,40,30,36000
5,57,D_00089,129,B_00129,15,30.0,0.0,130.0,129.090914,35.214472,50,60,50,150000
5,58,D_00089,130,B_00130,14,0.0,0.0,120.0,129.090914,35.214472,30,50,40,60000
5,59,D_00085,124,B_00124,13,110.0,0.0,100.0,129.093132,35.207818,30,40,30,36000
5,60,D_00085,123,B_00123,12,80.0,0.0,100.0,129.093132,35.207818,30,50,40,60000
5,61,D_00093,135,B_00135,11,50.0,0.0,90.0,129.08385,35.20691,30,50,40,60000
5,62,D_00059,83,B_00083,10,50.0,0.0,60.0,129.088612,35.202415,30,40,30,36000
5,63,D_00063,90,B_00090,9,0.0,0.0,70.0,129.082038,35.203609,50,60,50,150000
5,64,D_00095,138,B_00138,8,90.0,0.0,50.0,129.084347,35.206248,50,60,50,150000
5,65,D_00059,82,B_00082,7,60.0,0.0,30.0,129.088612,35.202415,30,40,30,36000
5,66,D_00063,91,B_00091,6,30.0,0.0,30.0,129.082038,35.203609,30,40,30,36000
5,67,D_00078,113,B_00113,5,0.0,0.0,40.0,129.087342,35.199433,30,40,30,36000
5,68,D_00078,112,B_00112,4,90.0,0.0,0.0,129.087342,35.199433,50,60,50,150000
5,69,D_00072,106,B_00106,3,60.0,0.0,0.0,129.085612,35.19651,30,40,30,36000
5,70,D_00295,429,B_00429,2,30.0,0.0,0.0,129.083311,35.186949,30,40,30,36000
5,71,D_00288,419,B_00419,1,0.0,0.0,0.0,129.079001,35.185699,30,50,40,60000
5,72,Depot,,,,,,,,,,,,
6,1,Depot,,,,,,,,,,,,
6,2,D_00297,433,B_00433,71,0.0,180.0,100.0,129.074479,35.184126,50,60,50,150000
6,3,D_00284,413,B_00413,70,80.0,100.0,150.0,129.074467,35.194077,30,50,40,60000
6,4,D_00068,99,B_00099,69,40.0,140.0,150.0,129.071884,35.205574,30,50,40,60000
6,5,D_00082,120,B_00120,68,0.0,140.0,150.0,129.075284,35.211052,30,50,40,60000
6,6,D_00182,263,B_00263,67,50.0,180.0,40.0,129.02946,35.209936,30,40,30,36000
6,7,D_00181,262,B_00262,66,130.0,140.0,90.0,129.037313,35.209103,30,50,40,60000
6,8,D_00173,253,B_00253,65,0.0,180.0,50.0,129.040139,35.207672,50,60,50,150000
6,9,D_00190,276,B_00276,64,100.0,140.0,110.0,129.039597,35.204819,30,50,40,60000
6,10,D_00190,277,B_00277,63,130.0,170.0,60.0,129.039597,35.204819,30,40,30,36000
6,11,D_00168,245,B_00245,62,100.0,170.0,70.0,129.039136,35.208258,30,50,40,60000
6,12,D_00177,257,B_00257,61,130.0,170.0,30.0,129.044366,35.209285,30,40,30,36000
6,13,D_00168,244,B_00244,60,100.0,170.0,30.0,129.039136,35.208258,30,50,40,60000
6,14,D_00181,261,B_00261,59,130.0,90.0,110.0,129.037313,35.209103,30,50,40,60000
6,15,D_00176,256,B_00256,58,120.0,40.0,150.0,129.03376,35.215641,30,50,40,60000
6,16,D_00171,250,B_00250,57,40.0,90.0,150.0,129.018446,35.211895,30,50,40,60000
6,17,D_00196,286,B_00286,56,0.0,90.0,150.0,129.013194,35.214337,30,50,40,60000
6,18,D_00195,283,B_00283,55,110.0,150.0,0.0,129.007251,35.209843,30,40,30,36000
6,19,D_00194,282,B_00282,54,80.0,170.0,0.0,129.007661,35.203918,30,40,30,36000
6,20,D_00180,260,B_00260,53,50.0,170.0,0.0,129.00249,35.202221,30,50,40,60000
6,21,D_00192,280,B_00280,52,0.0,170.0,0.0,129.00406,35.203109,50,60,50,150000
6,22,D_00188,273,B_00273,51,50.0,120.0,100.0,129.009518,35.198647,50,60,50,150000
6,23,D_00183,264,B_00264,50,0.0,120.0,100.0,129.008047,35.197785,50,60,50,150000
6,24,D_00188,274,B_00274,49,50.0,120.0,50.0,129.009518,35.198647,50,60,50,150000
6,25,D_00183,265,B_00265,48,130.0,80.0,80.0,129.008047,35.197785,30,40,30,36000
6,26,D_00192,279,B_00279,47,0.0,120.0,50.0,129.00406,35.203109,50,60,50,150000
6,27,D_00175,255,B_00255,46,100.0,90.0,80.0,129.009769,35.205622,30,50,40,60000
6,28,D_00174,254,B_00254,45,100.0,110.0,30.0,129.010596,35.206769,50,60,50,150000
6,29,D_00195,284,B_00284,44,90.0,50.0,140.0,129.007251,35.209843,30,50,40,60000
6,30,D_00189,275,B_00275,43,130.0,90.0,0.0,129.002637,35.206195,30,40,30,36000
6,31,D_00193,281,B_00281,42,100.0,110.0,0.0,128.999866,35.204965,30,40,30,36000
6,32,D_00172,251,B_00251,41,50.0,110.0,0.0,128.993678,35.199148,50,60,50,150000
6,33,D_00172,252,B_00252,40,0.0,110.0,0.0,128.993678,35.199148,50,60,50,150000
6,34,D_00186,270,B_00270,39,60.0,50.0,130.0,128.991615,35.196568,30,40,30,36000
6,35,D_00187,272,B_00272,38,130.0,40.0,110.0,128.991463,35.199427,30,50,40,60000
6,36,D_00187,271,B_00271,37,100.0,50.0,110.0,128.991463,35.199427,30,40,30,36000
6,37,D_00179,259,B_00259,36,30.0,40.0,130.0,128.998088,35.206854,30,50,40,60000
6,38,D_00196,285,B_00285,35,0.0,40.0,130.0,129.013194,35.214337,30,50,40,60000
6,39,D_00170,248,B_00248,34,130.0,40.0,80.0,129.012233,35.221853,30,40,30,36000
6,40,D_00170,249,B_00249,33,120.0,40.0,50.0,129.012233,35.221853,30,40,30,36000
6,41,D_00178,258,B_00258,32,100.0,50.0,80.0,129.013634,35.227682,30,40,30,36000
6,42,D_00169,247,B_00247,31,90.0,50.0,50.0,129.01348,35.249732,30,40,30,36000
6,43,D_00169,246,B_00246,30,60.0,40.0,50.0,129.01348,35.249732,30,40,30,36000
6,44,D_00197,287,B_00287,29,50.0,60.0,80.0,129.016869,35.237778,50,60,50,150000
6,45,D_00184,267,B_00267,28,30.0,40.0,50.0,129.020963,35.240988,30,40,30,36000
6,46,D_00184,266,B_00266,27,0.0,60.0,80.0,129.020963,35.240988,50,60,50,150000
6,47,D_00185,268,B_00268,26,0.0,50.0,50.0,129.012197,35.226955,30,40,30,36000
6,48,D_00185,269,B_00269,25,120.0,0.0,150.0,129.012197,35.226955,30,40,30,36000
6,49,D_00191,278,B_00278,24,130.0,0.0,90.0,129.02753,35.213693,30,40,30,36000
6,50,D_00096,139,B_00139,23,130.0,40.0,0.0,129.069751,35.202015,30,50,40,60000
6,51,D_00062,89,B_00089,22,80.0,50.0,0.0,129.067327,35.198944,50,60,50,150000
6,52,D_00071,104,B_00104,21,50.0,50.0,0.0,129.063409,35.199114,30,50,40,60000
6,53,D_00090,131,B_00131,20,0.0,50.0,0.0,129.064279,35.197601,50,60,50,150000
6,54,D_00060,85,B_00085,19,120.0,0.0,120.0,129.058541,35.199671,30,40,30,36000
6,55,D_00075,109,B_00109,18,90.0,0.0,130.0,129.053626,35.199164,30,50,40,60000
6,56,D_00060,84,B_00084,17,60.0,0.0,130.0,129.058541,35.199671,30,50,40,60000
6,57,D_00065,93,B_00093,16,30.0,0.0,130.0,129.065087,35.20394,30,40,30,36000
6,58,D_00094,136,B_00136,15,0.0,0.0,130.0,129.064513,35.208803,30,40,30,36000
6,59,D_00067,97,B_00097,14,130.0,0.0,60.0,129.064985,35.212143,30,40,30,36000
6,60,D_00067,98,B_00098,13,100.0,0.0,80.0,129.064985,35.212143,30,50,40,60000
6,61,D_00094,137,B_00137,12,120.0,0.0,30.0,129.064513,35.208803,30,40,30,36000
6,62,D_00065,94,B_00094,11,50.0,0.0,80.0,129.065087,35.20394,50,60,50,150000
6,63,D_00062,88,B_00088,10,0.0,0.0,80.0,129.067327,35.198944,50,60,50,150000
6,64,D_00096,140,B_00140,9,90.0,0.0,40.0,129.069751,35.202015,30,50,40,60000
6,65,D_00081,118,B_00118,8,60.0,0.0,30.0,129.072392,35.202469,30,40,30,36000
6,66,D_00088,128,B_00128,7,30.0,0.0,40.0,129.075588,35.204144,30,40,30,36000
6,67,D_00091,132,B_00132,6,0.0,0.0,40.0,129.072901,35.20607,30,50,40,60000
6,68,D_00068,100,B_00100,5,120.0,0.0,0.0,129.071884,35.205574,30,40,30,36000
6,69,D_00082,119,B_00119,4,90.0,0.0,0.0,129.075284,35.211052,30,50,40,60000
6,70,D_00066,95,B_00095,3,60.0,0.0,0.0,129.07534,35.211168,30,40,30,36000
6,71,D_00077,111,B_00111,2,30.0,0.0,0.0,129.077939,35.213372,30,50,40,60000
6,72,D_00066,96,B_00096,1,0.0,0.0,0.0,129.07534,35.211168,30,50,40,60000
6,73,Depot,,,,,,,,,,,,
